model_name,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,f1_macro_mean,f1_macro_std,f1_weighted_mean,f1_weighted_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std,top3_accuracy_mean,top3_accuracy_std,inference_time_per_video_seconds_mean,inference_time_per_video_seconds_std,pipeline_time_per_video_seconds_mean,pipeline_time_per_video_seconds_std,train_time_seconds_mean,train_time_seconds_std,feature_dim,device_used
vjepa,0.9899999999999999,0.010000000000000009,0.9900000000000001,0.009999999999999953,0.989981206926008,0.01002506853804955,0.989981206926008,0.010025068538049494,0.9907647907647908,0.009094344159647178,0.9900000000000001,0.009999999999999953,1.0,0.0,1.4859611772207426,0.02095981340291425,1.5300153760401496,0.023286174255679623,0.01807816633178542,0.0017848136266963126,1024,mps
videomae,0.85,0.04358898943540671,0.8500000000000001,0.043588989435406775,0.8486015268455448,0.04106211241471158,0.8486015268455449,0.041062112414711624,0.8606658490699411,0.036136173414703175,0.8500000000000001,0.043588989435406775,0.9899999999999999,0.010000000000000009,0.4838316892202905,0.004202092674125742,0.5377715416737192,0.0049168345673382555,0.016779207993143547,0.0011192261118361112,768,mps
